,new_address,latitude,longitude,country
39,"Clementi Avenue 4, Singapore 120304",1.32092754693943,103.764858567412,SG
40,"19 Ubi Crescent, Level 1 408577",1.32706476869089,103.894584868497,SG
41,"152 Jalan Besar, Singapore 208870",1.30701106507831,103.85661104309,SG
42,"Hougang Street 52, Block 698D Hdb Hougang, Singapore 538698",1.37565096439394,103.888739165213,SG
43,"77 Dunlop Street (7-Eleven Pick-up point),Singapore,20  Little India,77 209404",1.30506538782811,103.853254994435,SG
44,"424d Yishun Avenue 11, Singapore 13-328 764424",1.4227488,103.8490941,SG
45,"Changi Village Road, Hawker Centre, Singapore 12 500002",1.38915174868234,103.988245790439,SG
46,"65 Sims avenue, Yi Xiu Building, 04-01, Singapore, Singapore 387418",1.3141661,103.8765353,SG
47,"53 How Sun Walk, Singapore 00-00 538467",1.34573296414152,103.877858546424,SG
48,"11a Hamilton Road, Singapore 02-00 209182",1.31146250986768,103.860775381607,SG
49,176 Orchard Road 01-K7 The Centrepoint 238843,1.301930307,103.8398132,SG
50,"6 Fishery Port Road 02,Singapore,61  Jurong,6 619747",1.31249607765687,103.721457957073,SG
51,"Oxley Bizhub, 69 Ubi Road 1, 06-23, Singapore,Singapore,40  Geylang Eunos,69 1 408731",1.331753051,103.8902465,SG
52,291 Tampines Street 22 07-438 520291,1.35001760515091,103.955180402273,SG
53,"01-07 North Bridge Rd, Singapore 007/1 370029",1.2909969,103.8504377,SG
54,"Everton Road, Singapore 17b First Floor  89373",1.27673654263003,103.837559005737,SG
55,"808d Choa Chu Kang Avenue 1, Singapore 03-614 684808",1.37483194322245,103.745547077182,SG
56,"Singapore, 60 Trevose CRESCENT, 03-29 298090",1.32302176087514,103.825299386056,SG
57,"01-253 Jewel Changi Airport, 78 Airport Boulevard, S819666 819666",1.3602082,103.9897593,SG
58,"107 Ang Mo Kio Avenue 4, Singapore 02-142 560107",1.37137680953346,103.837367201584,SG
59,161 Kampong Ampat 05-02 368329,1.33535874496114,103.883029035572,SG
60,"9 Joo Seng Road, Singapore 03-28 360009",1.3348683,103.8791035,SG
61,"28 Golden Drive, Singapore 554656",1.35506106659045,103.861938304373,SG
62,"23 Lor 3 Toa Payoh, Singapore 18-10 319582",1.33778035310224,103.846558647024,SG
63,Punggol Road Blk 195D S824195 12-542 824195,1.40149866218142,103.906986542654,SG
64,"10F Braddell Hill, Singapore 19-21 579725",1.34169233138077,103.842045941675,SG
65,"2 Science Park Drive, 03-01, Tower A Ascent, Singapore 118222",1.29080391348341,103.784486591212,SG
66,"Level 6 Loading Bay 55 Tuas Crescent,, 06-02/03, Singapore, Singapore 638743",1.3217775,103.6346108,SG
67,"22 New Industrial Road, Singapore 03-09 536208",1.3436465,103.8863974,SG
68,203 Henderson Road 04-03 Industrial Park Singapore 159546,1.28145016592655,103.821202996245,SG
69,Singapore 822105 10-09,1.39720646357096,103.906002280442,SG
70,"79 Ayer Rajah Crescent, Singapore 02-20 139955",1.29795017763166,103.787472326905,SG
71,"Singapore, 737855, 31 Woodlands CLOSE07-29,Singapore,73  Kranji Woodgrove,31 Close 737855",1.43686158492125,103.805998504039,SG
72,"119 Dover Road, Singapore Hall 3 139656",1.30211028575985,103.781258538837,SG
73,"238 Thomson Road, Velocity @ Novena Square, 02-10, Singapore, Singapore 307683",1.31978949186357,103.844033568884,SG
74,625 Aljunied Road 06-04 389835,1.32490819063998,103.879385375918,SG
75,"Liang Seah Street, Heap Seng House, Singapore 09-02 189057",1.2985175756148,103.856117214086,SG
76,93 Toa Payoh Central Community Building 319194,1.33482624861951,103.850301270401,SG
77,"26 Sungei Kadut Loop, 04-01 Singapore 729467",1.41645468209315,103.74213943202,SG
78,"113 Pasir Ris Grove, 635 Singapore 518171",1.36968069137475,103.944502427167,SG
79,"9E Jalan Berjaya, Singapore 578614",1.35384279820995,103.844559687393,SG
80,"Leong Huat BUILDING, 6 Harper ROAD, 05-05 , Singapore, Singapore 369674",1.33522165849355,103.887465923477,SG
81,"120 Lower Delta Road Cendex Center, 02-03,Singapore,16  Queenstown Tiong Bahru,120 169208",1.279953974,103.8227889,SG
82,"40 Portchester Avenue, Singapore 556322",1.3666145908655,103.86420640898,SG
83,Block 635 Jurong West Street 65 06-326 640635,1.34279239522651,103.698395933329,SG
84,"805 Bukit Timah Road, Singapore Sixth Avenue Centre 03-06 279883",1.33143230728487,103.795000696147,SG
85,"​19 Tai Seng Avenue, 06-10 534054",1.33690499145549,103.891238418719,SG
86,"537 Woodlands Drive 16, Singapore 09-159 730547",1.43001108357736,103.793125840828,SG
87,"02-02, Beauty World Plaza, 140 Upper Bukit Timah Road, 588176,Singapore,58  Clementi Park Ulu Pandan,588176 588176",1.34178799833839,103.776304121092,SG
88,Singapore 541289 Blk 298A Compassvale Street,1.3977,103.8977,SG
89,"05-01, 49 Pandan Road, Singapore 609290",1.30252932321985,103.746347602242,SG
90,"313B Sumang Link 06-129,Singapore,82  Serangoon Garden Hougang Ponggol,313B 822313",1.4102395473284,103.902143588421,SG
91,"205 Henderson Road, 04-02 159549",1.28087698205303,103.820445705486,SG
92,Singapore 680427 410637,1.3310558349111,103.903932628259,SG
93,"110A Bidadari Park Drive, 03-218 Singapore 341110",1.3334842,103.8731472,SG
94,"703 Woodlands Drive 40, Singapore 06-68 730703",1.44094745423679,103.796576587073,SG
95,"222 Bishan Street 23, Block 222, Singapore 570222 08-157",1.35803232591627,103.848211390707,SG
96,"52A Toh Tuck Road, Singapore 05-04 596744",1.34200111071714,103.769739217254,SG
97,"57 Ubi Ave 105-04,Singapore,57 Avenue 1 408936",1.32485259848073,103.895154714406,SG
98,"Singapore,Singapore,75  Yishun Sembawang,10 Admiralty Street 757695",1.4624495,103.8103428,SG
99,"631 Ang Mo Kio Avenue 4, Singapore 09-922 560631",1.3795579769264,103.840744441881,SG
100,"Woodlands Drive 70, Singapore 09-118 730717",1.44087127807081,103.79948853701,SG
101,421 Tagore Industrial Avenue 8 02-13 787805,1.38441781305137,103.82719075796,SG
102,8 ST. Thomas Walk Saint 238146,1.29613676859014,103.836293963674,SG
103,"131A Lorong 1 Toa Payoh, 12-532 Singapore 311131",1.33827028191252,103.843283876642,SG
104,"111 Yishun Ring Road, Singapore 03-363 760111",1.43320979702591,103.828616310578,SG
105,Jurong West St 73 Blk 750 05-151 640750,1.34793171145546,103.699193160516,SG
106,"Singapore,106D Punggol FIELD,Blk 106D Field 04-502 824106",1.39753010806116,103.9072414781,SG
107,"246 Bishan Street 22, Singapore 02-332 570246",1.36066100721355,103.843366623212,SG
108,"Blk 262 Toa Payoh East 21-12,Singapore,262 310262",1.333204404,103.8556183,SG
109,"13 Jalan Kilang,Singapore,15  Queenstown Tiong Bahru,13 Kilang 159413",1.28533126550507,103.808570411282,SG
110,Singapore 350107 06-476,1.33458504149434,103.868303663992,SG
111,"65 Ubi Road 1 02-59 Oxley Bizhub,Singapore,40  Geylang Eunos,65 408729",1.3324954869958,103.890184728797,SG
112,Ych (Amore Pacific) 8 Bulim Avenue 05-07A 648166,1.3529,103.7093,SG
113,Blk 244 Jurong East Street 24 09-575 600244,1.34262960455401,103.74211362096,SG
114,"202 Kallang Bahru, 02-36,Singapore,33  Balestier Toa Payoh Serangoon,202 Bahru 339339",1.31573710555268,103.865533712232,SG
115,"280 Woodlands Industrial Park E5,  Singapore 02-11 757322",1.4512942017493,103.79115165295,SG
116,"3 Ang Mo Kio Street 62  01-26/27 Link@amk AIBI,Singapore,56 Bishan Kio,3 569139",1.38645291189388,103.844788849524,SG
117,"1 Tanah Merah Kechil Road, Singapore 13-05 466663",1.32671436297881,103.94350839776,SG
118,"27 Paya Lebar Road, Singapore Residences 04-02 409042",1.31752143817066,103.891475655246,SG
119,"31 Bukit Batok Crescent, The Splendour,Singapore,31 Crescent 658070",1.33684609413655,103.758602036443,SG
120,"511A Yishun Street 51, Singapore 02-423 761511",1.4163689,103.8433093,SG
121,"14 Scotts Road, Singapore 02-54 228213",1.30724675158526,103.833664932435,SG
122,825 Mountbatten Road 04-02 437818,1.30269302488453,103.897868726657,SG
123,"342A Yishun Ring Road, Singapore 03-1908 761342",1.43056545630748,103.844333647879,SG
124,Singapore 560549 10-2022,1.37316322001192,103.857414097369,SG
125,Block 135 Bishan Street 12 03-404 570135,1.3445621501274,103.851287296909,SG
126,"1 Paya Lebar Crescent, Singapore 536019",1.34981353786369,103.880745484938,SG
127,"5 Toh Guan Road East 01-07/09,Singapore,60  Jurong,5 608831",1.34033344455189,103.749783057743,SG
128,Singapore 521139 Blk 139 Tampines St 11 03-80,1.346653,103.944868,SG
129,"80 Marine Parade Road, Singapore 10-06 449269",1.30108003332696,103.905281814646,SG
130,"30 Segar Road, Singapore 06-06 677721",1.38930251363574,103.770291882102,SG
131,"34 Boon Leat Terrace 02-01,Singapore,11  Pasir Panjang Hong Leong Garden Clementi New Town,34 119866",1.27604881582783,103.797187040346,SG
132,"514 Chai Chee Lane 02-01,Singapore,46  Bedok Upper East Coast Eastwood Kew Drive,514 469029",1.33071656185915,103.918193912937,SG
133,Block 630 Bukit Batok Central 01-156 650630,1.35003984411905,103.749963751912,SG
134,"Primz BizHub, 21 Woodlands Close, 09-17 , Singapore, Singapore 737854",1.43507882836937,103.804762690915,SG
135,"49 Jalan Pemimpin, Aps Industrial Building, 06-07, Singapore, Singapore 577203",1.35102434692338,103.841809557384,SG
136,"19, Woodlands Industrial Park E1, 03-05,Singapore,75  Yishun Sembawang,19 E1 757719",1.45399156113707,103.795873655513,SG
137,"271C Sengkang Central, Singapore 09-283  543271",1.38506336448142,103.894520203859,SG
138,"Scotts Road, Goldbell Towers, Singapore 228233",1.31241396427268,103.837027509921,SG
139,"540 Bedok North Street 3, Singapore 05-1226 460540",1.33115402921592,103.922111753117,SG
140,"5C Toh Guan Road East, Singapore Nippon Express Singapore, Level 4M 608828",1.33818662282317,103.750734680647,SG
141,"310 Shunfu Road, Singapore 10-219 570310",1.35085490964108,103.838680002669,SG
142,Singapore 530239 09-23,1.35597338524638,103.890479102476,SG
143,"21 Siglap Bank, Singapore 456236",1.3180743,103.9208571,SG
144,"48 Strathmore Avenue, Singapore 08-231 140048",1.2938054307103,103.807785887197,SG
145,"65 Ubi Ave 1 Osim Headquarters,Singapore,40  Geylang Eunos,65 Avenue 408939",1.32446885018273,103.893564386978,SG
146,Singapore 541260 14-496,1.39312791817027,103.895564270281,SG
147,"Blk 302C Anchorvale Link 15-38, Singapore 543302",1.38803144419328,103.890280486049,SG
148,"147 Tampines Avenue 5, Singapore 521147",1.34864961788301,103.942208375878,SG
149,"Bedok North Avenue 2, Singapore Blk 418 06-67 460418",1.32856363452482,103.930039574981,SG
150,"Buangkok SQUARE, 991B, LINK, 09-237, Singapore, Singapore 532991",1.383984774,103.8824863,SG
151,24 Lucky View 467456,1.31791556874769,103.939685899857,SG
152,"100 Pasir Panjang Road, 06-02 118518",1.27543050006995,103.795761879773,SG
153,"244 Bukit Panjang Ring Road, Singapore 12-195 670244",1.38091670838781,103.771819281397,SG
154,"Blk 627 Pasir Ris DR3 02-320 Singapore 510627,Singapore,51  Tampines Ris,627 Drive 3 510627",1.37962840178038,103.940583837468,SG
155,"1 Scotts Road, Singapore 03-05 228208",1.30618594766241,103.831980208401,SG
156,"Ang Mo Kio Avenue 5, Singapore 05-4008 560538",1.37561,103.85333,SG
157,"452b Sengkang West Way, Singapore 07-403 792452",1.39359219993572,103.873975642618,SG
158,"118Q Tanah Merah Besar Lane, Singapore 498934",1.35914963063825,103.975355385884,SG
159,Blk 640 Rowell Road 01-76 200640,1.30731534590151,103.854889425215,SG
160,"498 Miltonia Close, Singapore 768179",1.41620473786103,103.846105274393,SG
161,"712 Tampines Street 71, Singapore 07-152 520712",1.358919432,103.9371609,SG
162,Block 413 Eunos Road 5 05-74 400413,1.318607589,103.8987875,SG
163,"621 Aljunied Road, 07-01, Singapore, Singapore 389834",1.324833156,103.8799677,SG
164,"Fernvale Road, High Park Residences, Blk 23, Singapore 16-11 797638",1.396949923,103.8751986,SG
165,"308A Onan Road, Singapore 424771",1.3082734151729,103.902220632522,SG
166,"Blk 239 Jurong East Street 21, 05-376 600239",1.34096353573061,103.740914967813,SG
167,Block 109 Bukit Purmei Road 01-141 90109,1.273937926,103.8253385,SG
168,11 Holland Link Eleven@Holland 275764,1.32869328774241,103.789738293324,SG
169,Singapore 520713 11-184,1.35924098285639,103.937646637753,SG
170,"Singapore,220 Tagore LANE,220 Lane Liberty Warehouse
04-03 787600",1.38750381298921,103.8306256477,SG
171,"9 King Albert PARK, 01-04 Singapore 598332",1.3368622176247,103.779286249088,SG
172,3 Anson Road 11-01 Springleaf Tower Singapore 79909,1.27509519330337,103.846245401302,SG
173,Singapore 730777 06-48,1.44786057879747,103.799327948122,SG
174,"781 Upper Changi Road East, Singapore 08-19 486069",1.34813938704414,103.962084910894,SG
175,"37 Kaki Bukit View, Singapore Level 4 415967",1.33617417884296,103.907832775863,SG
176,"2 Ewe Boon Road, Singapore 15-02 259313",1.31663757255531,103.832724096033,SG
177,"432 Clementi Ave 3, 新加坡 120432 blk432, 01-272",1.31402337284101,103.762743101737,SG
178,"Singpost Regional Ecommerce Logistics Hub, 37 Greenwich Drive, Level 2, 02-01, Loading Bays 16-19,Singapore,53  Serangoon Garden Hougang Ponggol,533864 533864",1.3692,103.9097,SG
179,15 Pandan Crescent L4 128470,1.30430002357292,103.757384222803,SG
180,"18 Sin Ming Lane, Midview City 06-16 Singapore 573960",1.35821656833273,103.833930709931,SG
181,"252 North Bridge Road, 01-42, Raffles City Shopping Centre, 179103",1.2940764448015,103.853331827201,SG
182,"35 Tannery Road, Ruby Industrial Complex, 01-01,Singapore,34  Macpherson Braddell,35 Road 347740",1.32611084877419,103.874965865324,SG
183,"15 Yishun Industrial Street 1, Singapore Win5 02-19 768091",1.43764051294192,103.844520852963,SG
184,Singapore 239519 05-01,1.29952700402899,103.840181462575,SG
185,"Isetan WAREHOUSE, 5 Kallang Pudding ROAD, 03-01 349309",1.32994408362222,103.877766814909,SG
186,"447A Bukit Batok West Avenue 9, Singapore 15-100 651447",1.35241777262815,103.739894249774,SG
187,Singapore 670605 14-41,1.38079825387267,103.761856783531,SG
188,"65 Ubi Road 1,Singapore,40  Geylang Eunos,65 1 408729",1.3324954869958,103.890184728797,SG
189,"Suntec Tower Four 34-05 6, Temasek Boulevard 38986",1.294600293,103.8596781,SG
190,"2, Jurong East St 21, Imm Building, 04-32B, Singapore, Singapore 609601",1.33431671152845,103.747242404519,SG
191,Block 719 Yishun Street 71 07-201 760719,1.42685636809948,103.829084210542,SG
192,"34 Boon Leat TERRACE, 02-01 , Singapore, Singapore 119866",1.27604881582783,103.797187040346,SG
193,"23 Kovan Road, Singapore 548193",1.36030338774957,103.883731018831,SG
194,Singapore 189350 06-03,1.3002,103.857,SG
195,"33 Jurong West Street 41, Singapore 13-54 649413",1.34627093684862,103.722845846001,SG
196,"3 Paya Lebar Crescent, Singapore 02-19 534239",1.35025662346745,103.880579427431,SG
197,"139a Lor 1A Toa Payoh, 03-46, Singapore 311139 17/38",1.3363236,103.8439085,SG
198,"93B Telok Blangah Street 31, Singapore 06-175 102093",1.2754,103.8077,SG
199,Singapore 540142,1.39003668285656,103.904990688661,SG
200,"195 Pearl's Hill Terrace, Singapore 168976 01-05",1.2840458973123,103.841448753447,SG
201,"13 Joo Koon Cres Singapore 629021, 13 629021",1.32969269855261,103.674079378487,SG
202,"Singapore,Singapore,20  Little India,31 Cavan Road 209857",1.31117092233724,103.861546141973,SG
203,"274C Punggol Place, Singapore 02-836 823274",1.40325721331338,103.902008940682,SG
204,"110 Rivervale Walk, Singapore 10-10 540110",1.38366379870545,103.900139921488,SG
205,40 Penjuru Lane 04-01 609216,1.31019952632448,103.729360089178,SG
206,Block 698 Hougang Street 61 01-04 530698,1.37486694556083,103.886990867804,SG
207,"418 Canberra Road, Singapore 08-357 750418",1.45237890079747,103.819399635393,SG
208,"1 Gul Circle, 03M-08, Jtc Logistics Hub @ GUL,Singapore,62  Jurong,1 Circle 629637",1.314390581695492,103.67743827164465,SG
209,Singapore 670605 19-41,1.38079825387267,103.761856783531,SG
210,"196 Pandan Loop, 06-24,Singapore,12  Pasir Panjang Hong Leong Garden Clementi New Town,196 Loop 128384",1.310543304,103.7510726,SG
211,"135 Jurong Gateway Rd, Singapore 01-333 Lenting Bee 600135",1.333944,103.7402296,SG
212,"Block 997C, Buangkok Crescent 16-841 Singapore 534997,Singapore,997C 534997",1.38553018206229,103.881587879925,SG
213,"Eurokars Habitat 27 Leng Kee Road, 01-01, Singapore, Singapore 159098",1.29049525982729,103.811496866476,SG
214,Block 856 Tampines Street 82 07-265 520856,1.35344325697952,103.936557630596,SG
215,"28 Race Course LANE, 01-07, Singapore 218746,Singapore,28 Lane 218746",1.30997911651659,103.852952941164,SG
216,"171 Bishan Street 13, Singapore 09-15 570171",1.3467917536458,103.853718946348,SG
217,"505b Yishun Street 51, Singapore 09-34 760505",1.288147,103.740233,SG
218,"Pico Art Centre. 20 Kallang Avenue. 339411,Singapore,20 Avenue 339411",1.30979212872289,103.865023825006,SG
219,"91 Jln Lekar, Singapore 698917, 698917",1.38580746491832,103.72433652591,SG
220,Block 318B Anchorvale Link 01-255 542318,1.393819156,103.8890872,SG
221,"01-07 North Bridge Rd, Singapore 267955",1.2909969,103.8504377,SG
222,"62 Havelock Road, River Place, Singapore 02-08 Tower B1 169659",1.2895063187129,103.840535689197,SG
223,"Singapore 270008 8, 9，275",1.31057118217437,103.787643205434,SG
224,"Innovative Store, Level 5, 05-71, Sim Lim Square, 1 Rochor Canal Road , Singapore 188504,Singapore,18  Middle Golden Mile,1 188504",1.30302298401639,103.853038663305,SG
225,Block 189A Rivervale Drive 05-1018 541189,1.395536656,103.9040179,SG
226,"Simei Rise, Savannah Condo Park Block 47, Singapore 02-33 528787",1.34853573658558,103.962844126126,SG
227,"Blk 35 Punggol Field  17-24,Singapore,82 Serangoon Garden Hougang Ponggol,35 828818",1.40117460155478,103.904932274703,SG
228,"110 International Road, Singapore 629174",1.32852970176794,103.680102207018,SG
229,"23 Hougang Ave 3, Singapore 530023 07-301",1.36485740081588,103.890728400852,SG
230,"476A Choa Chu Kang Ave 5, Singapore 681476 07-15",1.37656244062959,103.737926812136,SG
231,"133 New Bridge Road, Chinatown Point, B2-14/15/16,Singapore,133 Road 59413",1.28533894885996,103.845015574345,SG
232,"10 Ubi Crescent Techpark 05-34, 408564",1.326275241,103.8961307,SG
233,Apt Blk 251 Choa Chu Kang Avenue 2 10-300 680251,1.37823590230972,103.744537668054,SG
234,"Blk 1 Toh Yi Drive 13-133 Singapore, S(591501) 591501",1.3395815610282,103.774678246247,SG
235,Woodlands Street 31 Blk 313  04-66 730313,1.4308091705523,103.776169622031,SG
236,"Kapo Factory BUILDING, 80 Playfair ROAD, 01-20, Singapore, Singapore 367998",1.3370100385898,103.886436126327,SG
237,"118 Marsiling Rise, Singapore 03-146 730118",1.43846892760387,103.780395901657,SG
238,"816b Keat Hong Link, Singapore 11-75 682816",1.37605562666932,103.748339811156,SG
239,"21 Newton Road, Singapore 12-03 307954",1.314916233285499,103.84045070256497,SG
240,Singapore 538804 10-01 219490,1.31287338848807,103.849248089383,SG
241,"9 Ubi Link Kawah Building, 04-14 Singapore 408549",1.3330738212179,103.892747861578,SG
242,"1 Rochor Canal Road, Sim Lim Square, 06-02A 188504",1.30302298401639,103.853038663305,SG
243,1 Tampines North Drive 04-28 T-Space 528559,1.3719,103.9339,SG
244,"Blk 7, Gambas Crescent 09-30 Ark@Gambas.,Singapore,7 757087",1.44471782263041,103.812837877895,SG
245,"2 Science Park Drive, Ascent Tower A, 07-01/12 Singapore 118222",1.29080391348341,103.784486591212,SG
246,"443c Bukit Batok West Avenue 8, Singapore 03-791 653443",1.3556,103.7378,SG
247,"60 Jalan Lam Huat, Singapore 05-09 Carros Centre 729938",1.4064930024183,103.757724793927,SG
248,"38C Jalan Pemimpin 01-01,Singapore,57  Bishan Ang Mo Kio,38C 577180",1.34773573600058,103.842064471687,SG
249,"613D Punggol Drive, Singapore 824613",1.403713711664,103.908910478568,SG
250,"5000C Marine Parade Road, Singapore Laguna Park 06-11 449286",1.30850645174684,103.930442040021,SG
251,"15 Pandan Crescent, Level M3, Loading Bay Area 7 & 8, Level 4,Singapore,12  Pasir Panjang Hong Leong Garden Clementi New Town,15 Crescent 128470",1.30430002357292,103.757384222803,SG
252,"474 Sembawang Drive 10-335,Singapore,75  Yishun Sembawang,474 750474",1.45071296573792,103.816546210688,SG
253,"325 Bukit Batok Street 33, Block 325, Singapore 650325 10-07 ",1.36260340432006,103.747422606684,SG
254,"611 Woodlands Ring Road, Singapore 05-205 730611",1.4355671,103.7969415,SG
255,"17 Lentor Green, Singapore 789266",1.38634757577716,103.837545691276,SG
256,"216 Bukit Batok Street 21, Singapore 650216",1.34709817102871,103.753636227883,SG
257,"250 Yishun Ave 9, Singapore 760250 05-209",1.43553108858236,103.841674303609,SG
258,"32 Segar Road 12-14 Lobby D,  Blossom Residences 677722",1.38961113137568,103.769457303246,SG
259,"14 New Industrial Road 07-02A Hudson Building,Singapore,40  Geylang Eunos,65 Ubi Avenue 1 408939",1.32446885018273,103.893564386978,SG
260,"Oxley Bizhub 2 62 Ubi Rd 1, 03-18, 408734",1.332258978,103.8922812,SG
261,"01-07 North Bridge Rd, Singapore 640730",1.34610886407525,103.698426986057,SG
262,"16 Fernvale Street, Parc Botannia, Singapore 20-21 797393",1.3985208,103.8746952,SG
263,"615A Edgefield Plains, Singapore 12-331 821615",1.4038573772527,103.909539586113,SG
264,"4008 Ang Mo Kio Avenue 1, 02-18 Techplace 1,Singapore,56  Bishan Kio,4008 10 569625",1.3598822958827,103.856387793071,SG
265,"Audio House HUB
23 Ubi Road 4, 05 408620",1.33085217197564,103.89999904614,SG
266,"No.18 Boon Lay Way , 07-146(B), Singapore, Singapore 609966",1.32824702794425,103.753599992664,SG
267,Bedok North Road 03-653 Blk 427 460427,1.32911379967738,103.927733217201,SG
268,"1 Fusion Polis place, 09-11 Galaxy 737853",1.43475841107225,103.802721055594,SG
269,"Block 642, Jurong West Street, 13-54, 640642, Singapore 640642 04-54",1.3403743187882,103.695848043125,SG
270,8 Alexandra View The Metropolitan Condominium 18-08 158747,1.29047734228503,103.81601645094,SG
271,"512 Chai Chee Lane 03-01 Bedok Ind Estate SINGAPORE,Singapore,46  Upper East Coast Eastwood Kew Drive,469028 469028",1.32993829903613,103.917619194102,SG
272,"Woodlands Employment Development Centre 
30, Ring Road, 01-02,
Singapore 737883
, Singapore, Singapore 737883",1.43708420985259,103.797859129407,SG
273,Blk 642 Jurong West Street 61 07-52 640642,1.3403743187882,103.695848043125,SG
274,"Block 23, Hougang Avenue 3, 05-279 Singapore 530023",1.364857401,103.8907284,SG
275,"28 Sin Ming LANE, 02-138 Midview City 573972",1.35999020946691,103.834175097149,SG
276,"Choa Chu Kang North 7, Singapore 10-17 689528",1.39891738721374,103.749086605975,SG
277,"178 Paya Lebar Road, 02-02, Singapore, Singapore 409030",1.32982631377352,103.89023998003,SG
278,"52 Genting Lane, 05-01, Ruby Land Complex, Block 1,Singapore,34  Macpherson Braddell,349560 349560",1.32721134400481,103.874563241449,SG
279,"28D Dover Cres, Singapore 134028 34-81",1.30617173625983,103.782474243145,SG
280,"520 Miltonia Close, Singapore 04-03 768104",1.4179288,103.8484153,SG
281,"7 Bulim Street, Level 1, Warehouse 1A,Singapore,7 Street 648175",1.3551,103.7072,SG
282,Singapore 560157 02-546,1.37526934636886,103.839386037885,SG
283,"Bukit Batok, Singapore 600313",1.34714852004125,103.733342811317,SG
284,Aurogontest Logistics Test Sender address:gaiai 650000,1.288147,103.740233,SG
285,"154 West Coast Rd.  B1-32 Plaza, B1-32, Singapore, Singapore 127371",1.30381811398172,103.766266410522,SG
286,"48 Toh Guan Road East, Singapore 07-98 608586",1.336807,103.754305,SG
287,"412A Fernvale Link, Singapore 791412 08-21",1.38916245281706,103.878009817047,SG
288,Singapore 148957 25-16,1.29255482644626,103.806665258416,SG
289,31 Woodlands Close Horizon 04-30 737855,1.43686158492125,103.805998504039,SG
